Trade_Date,Contract_Month,Months_To_Expiry,Spot_Price,Futures_Price,Basis,Basis_Pct,Open_Interest,Volume,Settlement_Price,Implied_Carry_Rate_Annual
2005-03-21,2006-03,12,6.9021,6.8559,-0.0462,-0.6697,217828,19407,6.84,0.04
2005-03-22,2005-04,1,7.0065,7.0224,0.0159,0.2275,186325,19392,6.9685,2.27
2005-03-22,2005-05,2,7.0065,7.063,0.0565,0.8067,116670,12624,7.0089,2.97
2005-03-22,2005-06,3,7.0065,7.0104,0.0039,0.0558,211266,46441,7.0765,-0.34
2005-03-22,2005-09,6,7.0065,7.1118,0.1054,1.5041,205879,41706,7.0985,3.2
2005-03-22,2006-03,12,7.0065,6.9503,-0.0562,-0.8014,129876,12400,6.9751,-0.65
2005-03-23,2005-04,1,6.9318,6.9179,-0.0139,-0.2004,210033,17672,6.9163,1.99
2005-03-23,2005-05,2,6.9318,6.9914,0.0596,0.8601,205245,48141,7.0112,3.03
2005-03-23,2005-06,3,6.9318,6.9995,0.0677,0.976,108392,16166,7.0443,3.46
2005-03-23,2005-09,6,6.9318,6.9062,-0.0256,-0.3695,182022,11944,6.9653,0.59
2005-03-23,2006-03,12,6.9318,7.0621,0.1303,1.8796,165530,35267,7.0988,1.41
2005-03-24,2005-04,1,7.0175,7.0333,0.0158,0.225,110001,6321,7.1009,3.98
2005-03-24,2005-05,2,7.0175,6.9875,-0.03,-0.4272,140462,29949,6.9418,0.3
2005-03-24,2005-06,3,7.0175,7.0815,0.064,0.9121,176130,26173,7.141,1.24
2005-03-24,2005-09,6,7.0175,7.0855,0.068,0.9685,225259,13801,7.1172,1.46
2005-03-24,2006-03,12,7.0175,6.9153,-0.1022,-1.4568,126927,31058,6.9117,-1.36
2005-03-25,2005-04,1,6.9687,6.9472,-0.0215,-0.3082,99912,22286,6.9558,0.34
2005-03-25,2005-05,2,6.9687,6.9896,0.0209,0.2994,160129,10956,6.9994,0.04
2005-03-25,2005-06,3,6.9687,6.9737,0.0051,0.0725,149870,23602,6.9312,0.32
2005-03-25,2005-09,6,6.9687,7.0246,0.056,0.803,238316,34545,6.9853,1.51
2005-03-25,2006-03,12,6.9687,7.1673,0.1986,2.8498,156674,27853,7.1899,3.15
2005-03-28,2005-04,1,6.9258,6.9396,0.0138,0.1985,92670,11832,6.8944,1.28
2005-03-28,2005-05,2,6.9258,6.9712,0.0454,0.6553,180681,11845,6.9605,3.17
2005-03-28,2005-06,3,6.9258,6.8585,-0.0674,-0.9726,160678,12343,6.9368,-1.05
2005-03-28,2005-09,6,6.9258,7.0514,0.1255,1.8124,168620,9486,7.0886,2.95
2005-03-28,2006-03,12,6.9258,7.1809,0.2551,3.6827,88962,11220,7.1586,3.22
2005-03-29,2005-04,1,6.9865,6.9808,-0.0057,-0.0815,212995,39335,6.872,-1.78
2005-03-29,2005-05,2,6.9865,6.9934,0.0069,0.0989,107211,26714,6.954,2.06
2005-03-29,2005-06,3,6.9865,7.032,0.0455,0.6512,216258,25374,7.0638,3.09
2005-03-29,2005-09,6,6.9865,6.9452,-0.0413,-0.5916,143930,30563,6.9251,-0.33
2005-03-29,2006-03,12,6.9865,7.0059,0.0194,0.2778,232894,55995,7.0525,0.22
2005-03-30,2005-04,1,7.0014,7.0455,0.0441,0.6295,231193,18891,7.0448,-0.65
2005-03-30,2005-05,2,7.0014,6.9849,-0.0164,-0.2349,123458,16645,7.0389,3.59
2005-03-30,2005-06,3,7.0014,7.0571,0.0557,0.7958,149588,28360,7.0312,3.2
2005-03-30,2005-09,6,7.0014,6.9831,-0.0183,-0.2612,179966,18986,6.9862,0.34
2005-03-30,2006-03,12,7.0014,7.0113,0.0099,0.1411,208541,22699,6.8928,0.13
2005-03-31,2005-04,1,6.9966,6.9654,-0.0313,-0.4467,212894,21746,7.013,0.16
2005-03-31,2005-05,2,6.9966,7.014,0.0174,0.2486,170508,21328,7.0167,1.63
2005-03-31,2005-06,3,6.9966,7.0587,0.0621,0.8869,243171,57239,7.1286,3.05
2005-03-31,2005-09,6,6.9966,6.9951,-0.0016,-0.0222,207624,31624,6.8749,-0.26
2005-03-31,2006-03,12,6.9966,6.8902,-0.1064,-1.521,152793,11394,6.8568,-1.59
2005-04-01,2005-05,1,7.0163,7.0172,0.0009,0.0133,237586,16434,6.9978,3.33
2005-04-01,2005-05,2,7.0163,7.0412,0.0249,0.3549,127593,11063,6.966,2.45
2005-04-01,2005-06,3,7.0163,6.9635,-0.0527,-0.7515,124389,27132,7.0251,-1.97
2005-04-01,2005-09,6,7.0163,7.0514,0.0351,0.501,169195,36808,7.0487,0.79
2005-04-01,2006-03,12,7.0163,6.8925,-0.1238,-1.7646,169641,33872,6.8575,-1.84
2005-04-04,2005-05,1,7.0872,7.0594,-0.0278,-0.3928,241429,32697,7.0289,1.87
2005-04-04,2005-06,2,7.0872,7.1226,0.0354,0.4989,210139,29375,7.0449,0.69
2005-04-04,2005-07,3,7.0872,7.0888,0.0016,0.0226,102607,20185,7.1512,0.9
2005-04-04,2005-10,6,7.0872,7.14,0.0527,0.7442,89830,18301,7.1238,1.89
2005-04-04,2006-03,12,7.0872,7.0365,-0.0507,-0.7153,161163,21066,7.0314,-0.99
2005-04-05,2005-05,1,7.1094,7.1215,0.0122,0.171,197772,46352,7.1184,3.32
2005-04-05,2005-06,2,7.1094,7.1085,-0.0009,-0.0126,216350,50903,7.0674,1.13
2005-04-05,2005-07,3,7.1094,7.1591,0.0498,0.6998,98188,15316,7.243,2.58
2005-04-05,2005-10,6,7.1094,7.1353,0.0259,0.3643,194692,45744,7.1658,1.26
2005-04-05,2006-03,12,7.1094,7.214,0.1047,1.4722,242212,41294,7.2311,1.57
2005-04-06,2005-05,1,7.0291,7.0681,0.039,0.5548,128178,18773,7.0244,-1.05
2005-04-06,2005-06,2,7.0291,7.0251,-0.004,-0.0576,106231,12454,7.0476,1.7
2005-04-06,2005-07,3,7.0291,7.0403,0.0112,0.1595,81435,6464,7.0773,-1.88
2005-04-06,2005-10,6,7.0291,6.985,-0.0441,-0.6279,184114,23406,6.9476,0.21
2005-04-06,2006-04,12,7.0291,7.159,0.1299,1.8478,162594,22841,7.0978,1.36
2005-04-07,2005-05,1,7.0683,7.054,-0.0144,-0.2035,117614,20728,7.0063,-1.75
2005-04-07,2005-06,2,7.0683,7.0412,-0.0272,-0.3844,214366,15363,7.0885,-1.61
2005-04-07,2005-07,3,7.0683,7.1495,0.0812,1.1486,244883,26397,7.2035,3.75
2005-04-07,2005-10,6,7.0683,7.1431,0.0747,1.0575,170199,8993,7.1997,1.95
2005-04-07,2006-04,12,7.0683,7.1657,0.0974,1.3773,204100,41765,7.1373,1.41
2005-04-08,2005-05,1,6.9782,6.9637,-0.0145,-0.2078,243247,34349,7.0152,-1.76
2005-04-08,2005-06,2,6.9782,6.9695,-0.0087,-0.1246,241433,35468,6.9526,2.5
2005-04-08,2005-07,3,6.9782,6.9644,-0.0138,-0.1977,221695,37291,6.9106,-0.41
2005-04-08,2005-10,6,6.9782,7.0469,0.0687,0.9849,160885,39291,7.0878,2.19
2005-04-08,2006-04,12,6.9782,7.0912,0.1129,1.6184,104342,12417,7.112,1.43
2005-04-11,2005-05,1,7.0642,7.0884,0.0243,0.3434,147951,25425,7.093,3.56
2005-04-11,2005-06,2,7.0642,7.0702,0.006,0.0852,80275,15076,7.0849,1.91
2005-04-11,2005-07,3,7.0642,7.0234,-0.0407,-0.5766,187052,35130,7.0211,-1.67
2005-04-11,2005-10,6,7.0642,7.0776,0.0134,0.1901,81476,5601,7.0584,0.39
2005-04-11,2006-04,12,7.0642,7.1377,0.0736,1.0413,157140,8060,7.1694,1.16
2005-04-12,2005-05,1,7.0487,7.0388,-0.0099,-0.1402,105443,8234,7.034,-1.96
2005-04-12,2005-06,2,7.0487,7.0403,-0.0083,-0.118,220890,49654,7.0541,0.37
2005-04-12,2005-07,3,7.0487,7.0214,-0.0272,-0.3866,206683,15372,7.0409,-1.43
2005-04-12,2005-10,6,7.0487,7.1698,0.1211,1.7183,172829,10997,7.1459,3.49
2005-04-12,2006-04,12,7.0487,7.0309,-0.0177,-0.2516,179963,9184,6.9898,-0.39
2005-04-13,2005-05,1,7.0729,7.1161,0.0432,0.6106,86743,21351,7.06,1.7
2005-04-13,2005-06,2,7.0729,7.0662,-0.0066,-0.0936,216557,44479,7.0857,-0.31
2005-04-13,2005-07,3,7.0729,7.0966,0.0237,0.3356,206426,25299,7.0418,0.55
2005-04-13,2005-10,6,7.0729,7.122,0.0491,0.6949,244889,41144,7.1489,1.4
2005-04-13,2006-04,12,7.0729,7.0638,-0.009,-0.1276,155831,11174,7.0452,-0.02
2005-04-14,2005-05,1,7.0832,7.0876,0.0043,0.061,106508,12285,7.1409,3.21
2005-04-14,2005-06,2,7.0832,7.0721,-0.0111,-0.1574,133744,7651,7.0942,1.57
2005-04-14,2005-07,3,7.0832,7.1406,0.0573,0.8091,233178,15558,7.0123,2.43
2005-04-14,2005-10,6,7.0832,7.0363,-0.047,-0.6629,135351,28410,7.0258,-1.15
2005-04-14,2006-04,12,7.0832,7.2319,0.1487,2.0989,241080,41836,7.235,2.17
2005-04-15,2005-05,1,7.0546,7.0586,0.004,0.0563,190644,14806,7.1849,3.28
2005-04-15,2005-06,2,7.0546,7.0593,0.0047,0.066,99612,14203,7.0524,-0.71
2005-04-15,2005-07,3,7.0546,7.0284,-0.0262,-0.3715,101241,18958,7.0272,-0.08
2005-04-15,2005-10,6,7.0546,7.029,-0.0256,-0.3622,95316,8699,7.0292,-0.83
2005-04-15,2006-04,12,7.0546,7.2636,0.209,2.962,212285,28247,7.2903,2.81
2005-04-18,2005-05,1,7.0168,7.0493,0.0324,0.4618,127612,19602,7.0789,2.9
2005-04-18,2005-06,2,7.0168,7.0496,0.0328,0.4669,81849,19022,7.0384,0.94
2005-04-18,2005-07,3,7.0168,7.0654,0.0485,0.6917,130878,17862,7.1298,3.0
2005-04-18,2005-10,6,7.0168,7.0335,0.0166,0.2371,146539,20489,7.0495,0.32
2005-04-18,2006-04,12,7.0168,7.0246,0.0078,0.1111,187570,44916,6.9999,0.27
2005-04-19,2005-05,1,7.0058,7.0163,0.0105,0.15,91911,22623,7.0798,3.67
2005-04-19,2005-06,2,7.0058,6.9918,-0.0141,-0.2006,247277,27091,6.9355,-1.75
2005-04-19,2005-07,3,7.0058,7.0681,0.0622,0.8881,221177,25246,7.1021,3.99
2005-04-19,2005-10,6,7.0058,7.0397,0.0338,0.4828,149195,21417,7.0821,1.01
2005-04-19,2006-04,12,7.0058,7.1907,0.1849,2.6394,233034,32634,7.2423,2.3
2005-04-20,2005-05,1,7.0615,7.0796,0.0181,0.2567,206884,19111,7.1129,0.79
2005-04-20,2005-06,2,7.0615,7.0764,0.0149,0.2111,210858,16700,7.0827,3.09
2005-04-20,2005-07,3,7.0615,7.063,0.0015,0.0214,144195,34920,7.0594,0.81
2005-04-20,2005-10,6,7.0615,7.1591,0.0976,1.3822,101775,22619,7.169,1.79
2005-04-20,2006-04,12,7.0615,7.0069,-0.0546,-0.7734,152818,16973,6.9568,-0.26
2005-04-21,2005-05,1,7.0442,7.0348,-0.0094,-0.1335,106404,7450,6.9556,-0.87
2005-04-21,2005-06,2,7.0442,7.0278,-0.0164,-0.2328,224695,54599,7.0572,-0.2
2005-04-21,2005-07,3,7.0442,7.0514,0.0072,0.1029,248311,20967,7.0316,-0.24
2005-04-21,2005-10,6,7.0442,7.191,0.1468,2.084,214208,24972,7.2196,3.87
2005-04-21,2006-04,12,7.0442,6.9939,-0.0503,-0.7137,217539,53768,7.0361,-0.53
2005-04-22,2005-05,1,7.0919,7.0886,-0.0033,-0.0463,210080,44787,7.0981,3.78
2005-04-22,2005-06,2,7.0919,7.0583,-0.0336,-0.4736,233277,18604,7.1462,-0.18
2005-04-22,2005-07,3,7.0919,7.0812,-0.0107,-0.1508,198972,31723,7.1088,-0.67
2005-04-22,2005-10,6,7.0919,7.1663,0.0744,1.0491,188601,12192,7.0842,1.81
2005-04-22,2006-04,12,7.0919,7.2065,0.1147,1.6168,161909,8355,7.2943,2.03
2005-04-25,2005-05,1,7.0611,7.0843,0.0233,0.3294,169815,30115,7.1239,-1.31
2005-04-25,2005-06,2,7.0611,7.1014,0.0403,0.5709,183624,15073,7.1468,3.03
2005-04-25,2005-07,3,7.0611,7.0187,-0.0424,-0.6002,202811,26568,7.062,-1.56
2005-04-25,2005-10,6,7.0611,7.0021,-0.059,-0.8358,232721,32510,6.9541,-1.77
2005-04-25,2006-04,12,7.0611,7.2338,0.1727,2.4456,219446,37547,7.2486,1.83
2005-04-26,2005-05,1,7.1069,7.1148,0.0078,0.1103,143009,8250,7.1739,3.23
2005-04-26,2005-06,2,7.1069,7.0796,-0.0274,-0.385,85172,14108,7.0763,-1.45
2005-04-26,2005-07,3,7.1069,7.0902,-0.0167,-0.2357,158103,15028,7.0902,-1.79
2005-04-26,2005-10,6,7.1069,7.0754,-0.0315,-0.4435,176196,13955,7.0317,0.02
2005-04-26,2006-04,12,7.1069,7.1774,0.0704,0.9909,221816,34432,7.1528,1.32
2005-04-27,2005-05,1,7.1229,7.0987,-0.0242,-0.3397,205220,38785,7.1323,-1.01
2005-04-27,2005-06,2,7.1229,7.1031,-0.0198,-0.2773,90438,10666,7.122,-1.4
2005-04-27,2005-07,3,7.1229,7.1372,0.0144,0.2017,226392,56258,7.1354,3.16
2005-04-27,2005-10,6,7.1229,7.1047,-0.0181,-0.2543,111611,21679,7.2412,-0.34
2005-04-27,2006-04,12,7.1229,7.1006,-0.0222,-0.3118,143987,35847,7.0938,-0.25
2005-04-28,2005-05,1,7.1097,7.1228,0.013,0.1831,239884,36280,7.1551,-1.33
2005-04-28,2005-06,2,7.1097,7.1662,0.0565,0.7944,206816,27425,7.1412,1.04
2005-04-28,2005-07,3,7.1097,7.1804,0.0706,0.9933,203464,44074,7.2654,2.14
2005-04-28,2005-10,6,7.1097,7.091,-0.0188,-0.2642,128345,18599,7.0931,0.13
2005-04-28,2006-04,12,7.1097,7.1302,0.0204,0.2872,229110,17576,7.0635,-0.24
2005-04-29,2005-05,1,7.1132,7.1394,0.0262,0.3684,218863,31001,7.1757,2.81
2005-04-29,2005-06,2,7.1132,7.1546,0.0414,0.582,111813,23427,7.1325,1.38
2005-04-29,2005-07,3,7.1132,7.1121,-0.0011,-0.015,190708,20198,7.1013,0.04
2005-04-29,2005-10,6,7.1132,7.0861,-0.0271,-0.3806,180563,23453,7.0886,-1.27
2005-04-29,2006-04,12,7.1132,7.0293,-0.0839,-1.1799,169546,35611,6.9796,-1.34
2005-05-02,2005-06,1,7.0968,7.1345,0.0377,0.531,85328,10177,7.1163,3.02
2005-05-02,2005-07,2,7.0968,7.0748,-0.022,-0.3102,101768,20232,6.9941,0.31
2005-05-02,2005-07,3,7.0968,7.061,-0.0358,-0.5044,176308,37067,7.1335,-0.71
2005-05-02,2005-10,6,7.0968,7.0122,-0.0846,-1.1917,206829,36353,7.0442,-1.95
2005-05-02,2006-04,12,7.0968,7.1185,0.0218,0.3066,113206,13237,7.0641,0.11
2005-05-03,2005-06,1,7.0729,7.066,-0.0069,-0.0974,219788,40361,7.0144,0.22
2005-05-03,2005-07,2,7.0729,7.0737,0.0009,0.0121,132947,20761,7.1158,-0.69
2005-05-03,2005-08,3,7.0729,7.1305,0.0576,0.814,249968,49398,7.1064,3.04
2005-05-03,2005-10,6,7.0729,7.0168,-0.0561,-0.793,120394,10985,7.0254,-1.3
2005-05-03,2006-04,12,7.0729,7.1299,0.057,0.8065,221492,39070,7.1857,1.34
2005-05-04,2005-06,1,7.1481,7.1579,0.0098,0.1376,132534,12465,7.095,0.57
2005-05-04,2005-07,2,7.1481,7.1301,-0.0181,-0.2527,238407,22933,7.2289,-1.58
2005-05-04,2005-08,3,7.1481,7.122,-0.0261,-0.3654,232327,42703,7.1132,-0.71
2005-05-04,2005-10,6,7.1481,7.0806,-0.0675,-0.9447,139468,29871,6.9972,-1.66
2005-05-04,2006-04,12,7.1481,7.4227,0.2746,3.8421,136235,11145,7.4518,3.97
2005-05-05,2005-06,1,7.1282,7.1254,-0.0029,-0.0402,114357,8569,7.1988,0.55
2005-05-05,2005-07,2,7.1282,7.1278,-0.0005,-0.0067,184785,43732,7.187,-1.51
2005-05-05,2005-08,3,7.1282,7.1041,-0.0241,-0.3386,160859,17477,7.0874,0.52
2005-05-05,2005-11,6,7.1282,7.1807,0.0524,0.7353,133463,17270,7.1885,2.0
2005-05-05,2006-04,12,7.1282,7.1952,0.067,0.9395,154729,36947,7.2534,0.64
2005-05-06,2005-06,1,7.1551,7.1549,-0.0002,-0.0024,184712,13071,7.1789,0.3
2005-05-06,2005-07,2,7.1551,7.1791,0.024,0.3354,133333,29473,7.1436,2.4
2005-05-06,2005-08,3,7.1551,7.2235,0.0683,0.9552,129522,17365,7.2394,3.17
2005-05-06,2005-11,6,7.1551,7.0907,-0.0644,-0.9004,233891,15771,7.0383,-1.4
2005-05-06,2006-05,12,7.1551,7.2654,0.1103,1.541,133069,7411,7.1925,1.25
2005-05-09,2005-06,1,7.204,7.2287,0.0247,0.3435,191575,9953,7.2491,-1.4
2005-05-09,2005-07,2,7.204,7.2138,0.0099,0.1373,119252,14771,7.2084,-0.53
2005-05-09,2005-08,3,7.204,7.1751,-0.0288,-0.4003,181098,12277,7.2024,-1.27
2005-05-09,2005-11,6,7.204,7.2973,0.0934,1.2964,232153,50447,7.3171,2.91
2005-05-09,2006-05,12,7.204,7.3792,0.1753,2.4331,242308,15921,7.4487,2.41
2005-05-10,2005-06,1,7.1427,7.1327,-0.01,-0.1406,242049,27008,7.1411,2.09
2005-05-10,2005-07,2,7.1427,7.1482,0.0055,0.0771,129682,15222,7.1001,0.79
2005-05-10,2005-08,3,7.1427,7.1145,-0.0282,-0.3952,163070,38167,7.1904,0.7
2005-05-10,2005-11,6,7.1427,7.2948,0.1521,2.1296,219710,43866,7.3207,3.39
2005-05-10,2006-05,12,7.1427,7.1731,0.0304,0.4254,96505,9544,7.1782,1.01
2005-05-11,2005-06,1,7.0931,7.099,0.0058,0.0824,199984,17872,6.9967,-0.67
2005-05-11,2005-07,2,7.0931,7.0908,-0.0024,-0.0332,165959,20902,7.0352,-0.0
2005-05-11,2005-08,3,7.0931,7.1437,0.0505,0.7126,220639,49262,7.1487,3.25
2005-05-11,2005-11,6,7.0931,7.0231,-0.07,-0.9871,152548,36194,6.975,-1.86
2005-05-11,2006-05,12,7.0931,7.1943,0.1012,1.4262,239204,46015,7.1855,1.45
2005-05-12,2005-06,1,7.0938,7.12,0.0262,0.3693,184767,23001,7.1717,0.53
2005-05-12,2005-07,2,7.0938,7.053,-0.0408,-0.5752,209751,21169,7.0498,-1.18
2005-05-12,2005-08,3,7.0938,7.1438,0.05,0.7054,90898,16770,7.2271,2.25
2005-05-12,2005-11,6,7.0938,7.0813,-0.0125,-0.176,176696,27224,7.0471,-0.44
2005-05-12,2006-05,12,7.0938,7.1987,0.1049,1.4793,211233,12677,7.2174,1.5
2005-05-13,2005-06,1,7.1768,7.2145,0.0377,0.5253,163005,20782,7.3037,1.96
2005-05-13,2005-07,2,7.1768,7.1768,-0.0,-0.0004,116639,21624,7.1602,-0.7
2005-05-13,2005-08,3,7.1768,7.2143,0.0375,0.5227,96165,16202,7.2306,1.79
2005-05-13,2005-11,6,7.1768,7.2392,0.0624,0.8699,242110,37976,7.2035,2.84
2005-05-13,2006-05,12,7.1768,7.4255,0.2487,3.4656,80463,17664,7.4628,3.25
2005-05-16,2005-06,1,7.228,7.2223,-0.0057,-0.0791,151567,7819,7.093,0.17
2005-05-16,2005-07,2,7.228,7.231,0.003,0.042,154721,33797,7.2309,0.59
2005-05-16,2005-08,3,7.228,7.1948,-0.0332,-0.459,181507,12215,7.2365,-1.21
2005-05-16,2005-11,6,7.228,7.2234,-0.0046,-0.0632,166762,38588,7.2741,-0.65
2005-05-16,2006-05,12,7.228,7.2709,0.0429,0.5941,214916,14202,7.3026,0.62
2005-05-17,2005-06,1,7.186,7.2022,0.0163,0.2266,158351,17090,7.1318,-0.76
2005-05-17,2005-07,2,7.186,7.1805,-0.0055,-0.0764,245139,48725,7.2076,-0.52
2005-05-17,2005-08,3,7.186,7.2107,0.0247,0.344,216256,25634,7.2248,2.06
2005-05-17,2005-11,6,7.186,7.1358,-0.0502,-0.6985,90643,20147,7.1395,-0.52
2005-05-17,2006-05,12,7.186,7.4054,0.2194,3.0537,152055,31140,7.481,3.27
2005-05-18,2005-06,1,7.2172,7.2188,0.0015,0.0213,108816,7522,7.1891,-1.34
2005-05-18,2005-07,2,7.2172,7.2307,0.0135,0.1865,109266,7495,7.2217,-0.83
2005-05-18,2005-08,3,7.2172,7.1603,-0.057,-0.7897,119826,13989,7.1758,-0.28
2005-05-18,2005-11,6,7.2172,7.1641,-0.0532,-0.7365,160476,39853,7.1028,-1.93
2005-05-18,2006-05,12,7.2172,7.3071,0.0898,1.2449,135379,14932,7.3054,1.03
2005-05-19,2005-06,1,7.1643,7.1568,-0.0075,-0.1044,99533,21844,7.0967,-0.11
2005-05-19,2005-07,2,7.1643,7.1721,0.0078,0.1084,174813,14925,7.1771,3.13
2005-05-19,2005-08,3,7.1643,7.2467,0.0824,1.1503,166717,39659,7.1798,2.55
2005-05-19,2005-11,6,7.1643,7.2975,0.1332,1.8594,212428,13089,7.3115,3.75
2005-05-19,2006-05,12,7.1643,7.3439,0.1796,2.5069,209905,26416,7.3727,2.62
2005-05-20,2005-06,1,7.2597,7.274,0.0143,0.1968,197862,34414,7.341,0.49
2005-05-20,2005-07,2,7.2597,7.2354,-0.0244,-0.3359,163365,16875,7.1777,-0.69
2005-05-20,2005-08,3,7.2597,7.2516,-0.0081,-0.1121,94752,11170,7.2582,-0.63
2005-05-20,2005-11,6,7.2597,7.4083,0.1485,2.0457,236764,48622,7.4089,3.02
2005-05-20,2006-05,12,7.2597,7.1961,-0.0637,-0.8772,152068,31220,7.2086,-1.48
2005-05-23,2005-06,1,7.2024,7.2465,0.0441,0.6121,155741,33916,7.2367,2.38
2005-05-23,2005-07,2,7.2024,7.2096,0.0072,0.0997,211465,47651,7.088,0.2
2005-05-23,2005-08,3,7.2024,7.2254,0.023,0.3194,231634,22380,7.1515,2.91
2005-05-23,2005-11,6,7.2024,7.3116,0.1091,1.5151,157204,17650,7.3391,3.87
2005-05-23,2006-05,12,7.2024,7.1292,-0.0732,-1.0162,196229,19698,7.0483,-1.43
2005-05-24,2005-06,1,7.1571,7.1483,-0.0088,-0.1226,209525,32257,7.1651,2.5
2005-05-24,2005-07,2,7.1571,7.1335,-0.0236,-0.3298,194115,45212,7.2131,-1.93
2005-05-24,2005-08,3,7.1571,7.165,0.0079,0.1103,208400,18054,7.1628,0.01
2005-05-24,2005-11,6,7.1571,7.2646,0.1075,1.5017,113676,22278,7.3482,3.3
2005-05-24,2006-05,12,7.1571,7.0775,-0.0795,-1.1114,93554,4879,7.0451,-1.68
2005-05-25,2005-06,1,7.246,7.2231,-0.0229,-0.3156,165265,17081,7.2973,0.61
2005-05-25,2005-07,2,7.246,7.2243,-0.0217,-0.3,189224,27134,7.2202,1.05
2005-05-25,2005-08,3,7.246,7.2896,0.0436,0.6012,165096,31518,7.2861,1.29
2005-05-25,2005-11,6,7.246,7.2782,0.0322,0.4439,199096,28952,7.2316,0.95
2005-05-25,2006-05,12,7.246,7.1506,-0.0954,-1.3167,235954,40188,7.1354,-1.41
2005-05-26,2005-06,1,7.229,7.2561,0.0271,0.3747,89207,11161,7.2255,3.21
2005-05-26,2005-07,2,7.229,7.213,-0.016,-0.2211,188564,30964,7.2068,2.8
2005-05-26,2005-08,3,7.229,7.2897,0.0607,0.8392,243666,47402,7.2867,3.16
2005-05-26,2005-11,6,7.229,7.1709,-0.0581,-0.8033,163839,25124,7.1224,-1.2
2005-05-26,2006-05,12,7.229,7.2848,0.0558,0.7719,245098,60417,7.2466,0.55
2005-05-27,2005-06,1,7.2237,7.2191,-0.0046,-0.0635,239684,27849,7.3374,-1.89
2005-05-27,2005-07,2,7.2237,7.2904,0.0667,0.9236,235696,24112,7.2879,1.85
2005-05-27,2005-08,3,7.2237,7.1983,-0.0255,-0.3524,155306,20407,7.1841,-1.42
2005-05-27,2005-11,6,7.2237,7.3498,0.126,1.7448,137342,29917,7.3494,3.06
2005-05-27,2006-05,12,7.2237,7.1853,-0.0384,-0.532,122280,30313,7.2235,-0.31
2005-05-30,2005-06,1,7.2507,7.241,-0.0097,-0.1339,248950,39331,7.2682,2.14
2005-05-30,2005-07,2,7.2507,7.2253,-0.0254,-0.3505,107979,20915,7.1834,2.08
2005-05-30,2005-08,3,7.2507,7.2516,0.0008,0.0112,168656,22740,7.2337,-0.1
2005-05-30,2005-11,6,7.2507,7.3322,0.0815,1.1235,176525,23342,7.3147,2.17
2005-05-30,2006-05,12,7.2507,7.3902,0.1394,1.9231,225756,26425,7.3556,1.82
2005-05-31,2005-06,1,7.223,7.2104,-0.0126,-0.1738,224626,26705,7.2456,-1.59
2005-05-31,2005-07,2,7.223,7.1999,-0.023,-0.3186,112498,25411,7.1484,-0.82
2005-05-31,2005-08,3,7.223,7.2618,0.0388,0.5377,179627,40098,7.2054,1.35
2005-05-31,2005-11,6,7.223,7.2161,-0.0069,-0.095,247412,14870,7.2027,-0.53
2005-05-31,2006-05,12,7.223,7.2797,0.0567,0.7853,133008,32517,7.3782,1.12
2005-06-01,2005-07,1,7.2721,7.2663,-0.0058,-0.0803,195159,11007,7.2349,-1.38
2005-06-01,2005-07,2,7.2721,7.3216,0.0495,0.6801,215697,41967,7.3284,3.31
2005-06-01,2005-08,3,7.2721,7.3394,0.0672,0.9247,105347,6586,7.3796,2.9
2005-06-01,2005-11,6,7.2721,7.3587,0.0866,1.1912,177298,25968,7.3725,2.81
2005-06-01,2006-05,12,7.2721,7.1478,-0.1243,-1.7093,161655,36610,7.0577,-1.55
2005-06-02,2005-07,1,7.1989,7.2137,0.0147,0.2048,103988,24883,7.1724,2.89
2005-06-02,2005-08,2,7.1989,7.2512,0.0522,0.7256,164151,24482,7.3045,1.66
2005-06-02,2005-08,3,7.1989,7.1928,-0.0062,-0.0855,137910,9292,7.1724,-0.39
2005-06-02,2005-11,6,7.1989,7.2284,0.0295,0.4092,238639,44570,7.2369,0.88
2005-06-02,2006-05,12,7.1989,7.2477,0.0488,0.6774,196862,35924,7.2611,0.53
2005-06-03,2005-07,1,7.2457,7.2306,-0.0152,-0.2096,93650,21545,7.1881,0.34
2005-06-03,2005-08,2,7.2457,7.189,-0.0567,-0.783,183756,23600,7.1491,-0.09
2005-06-03,2005-09,3,7.2457,7.2642,0.0184,0.2545,248143,28110,7.2246,0.91
2005-06-03,2005-11,6,7.2457,7.224,-0.0218,-0.3006,166265,13730,7.2362,0.6
2005-06-03,2006-05,12,7.2457,7.251,0.0053,0.0729,143246,28671,7.178,0.65
2005-06-06,2005-07,1,7.2627,7.2917,0.029,0.3987,180424,43930,7.3045,3.83
2005-06-06,2005-08,2,7.2627,7.284,0.0213,0.2926,94686,11924,7.2274,3.13
2005-06-06,2005-09,3,7.2627,7.3507,0.088,1.2121,246695,43760,7.3514,2.46
2005-06-06,2005-12,6,7.2627,7.2015,-0.0612,-0.8426,226507,46428,7.2488,-1.99
2005-06-06,2006-06,12,7.2627,7.4336,0.1709,2.3535,165981,36439,7.4635,2.42
2005-06-07,2005-07,1,7.2504,7.2734,0.023,0.3168,117300,18653,7.1896,3.82
2005-06-07,2005-08,2,7.2504,7.2566,0.0061,0.0845,213125,22882,7.2931,0.52
2005-06-07,2005-09,3,7.2504,7.2637,0.0132,0.1825,205423,13873,7.2687,1.38
2005-06-07,2005-12,6,7.2504,7.269,0.0185,0.2555,204539,44267,7.2208,1.26
