Week_Ending,Silver_Price_Close,CFTC_Commercial_Long,CFTC_Commercial_Short,CFTC_Commercial_Net,CFTC_NonCommercial_Long,CFTC_NonCommercial_Short,CFTC_NonCommercial_Net,CFTC_Total_Open_Interest,News_Sentiment_Score,Social_Media_Mentions,Google_Trends_Index,Put_Call_Ratio,Implied_Volatility_30D,ETF_SLV_Flow_Millions,Retail_Bullion_Premium_Pct
19-05-2023,25.7277,73121,107998,-34877,79261,46202,33059,306582,0.6176,539,31,0.5127,25.77,-12.36,4.49
26-05-2023,25.3802,45388,100269,-54881,69928,46952,22976,262537,0.1108,314,38,1.4777,33.15,-71.23,8.46
02-06-2023,22.8731,80648,109052,-28404,72237,28650,43587,290587,0.4816,435,14,0.7642,29.66,23.47,3.13
09-06-2023,23.1219,89681,69071,20610,36832,16844,19988,212428,0.0803,508,33,0.6365,16.88,53.11,8.25
16-06-2023,22.6297,47185,58323,-11138,77035,39207,37828,221750,0.317,407,52,1.731,25.13,-38.79,7.65
23-06-2023,23.2651,67626,62027,5599,36888,44208,-7320,210749,0.108,364,5,0.9316,37.29,-49.42,7.24
30-06-2023,23.163,71999,76195,-4196,78772,16605,62167,243571,-0.1522,321,21,1.1793,23.61,-28.51,1.4
07-07-2023,23.3121,52556,110128,-57572,74199,26395,47804,263278,-0.273,329,45,1.7973,36.12,29.29,1.49
14-07-2023,23.1969,45117,55659,-10542,34079,30650,3429,165505,-0.3577,434,62,1.726,17.08,33.76,9.79
21-07-2023,23.5149,60212,78013,-17801,60654,53258,7396,252137,0.3623,399,48,0.5903,15.86,-122.01,9.98
28-07-2023,23.6393,58676,104910,-46234,75202,45217,29985,284005,-0.1313,581,19,1.106,18.83,4.55,10.47
04-08-2023,23.5057,40093,87680,-47587,74719,16139,58580,218631,-0.1558,433,17,1.3179,30.52,135.65,3.7
11-08-2023,23.039,96819,61671,35148,42171,47046,-4875,247707,0.0679,463,51,0.8643,33.6,-12.3,5.14
18-08-2023,24.1396,46121,97283,-51162,37040,52624,-15584,233068,0.0928,536,36,0.5227,25.19,37.26,9.09
25-08-2023,23.5729,79919,70336,9583,37053,37598,-545,224906,0.0029,527,48,1.7976,41.72,30.56,10.41
01-09-2023,23.7056,84200,106843,-22643,51406,31557,19849,274006,-0.0024,458,31,0.8281,28.13,-3.29,3.4
08-09-2023,24.1273,99523,61312,38211,59788,44075,15713,264698,0.3189,213,21,0.5116,17.65,-32.73,11.09
15-09-2023,24.1885,51285,112597,-61312,73242,30321,42921,267445,-0.1732,437,33,1.2984,38.95,-87.11,8.38
22-09-2023,24.0251,94485,116432,-21947,73729,44668,29061,329314,0.0783,446,56,1.2325,18,-43.83,9.49
29-09-2023,23.9133,49700,50623,-923,71516,57094,14422,228933,0.1691,497,33,1.0368,42.24,26.34,10.95
06-10-2023,23.3995,40975,119876,-78901,31293,19526,11767,211670,0.1373,385,47,1.4133,28.39,29.6,1.44
13-10-2023,24.0649,73540,73136,404,43648,23123,20525,213447,-0.4836,446,27,0.9419,43.81,-24.55,11.72
20-10-2023,24.0981,76670,80420,-3750,62610,52925,9685,272625,-0.2597,508,5,0.5585,37.6,-51.22,10.99
27-10-2023,24.2352,78299,97934,-19635,38048,32329,5719,246610,-0.5232,403,33,0.8742,29.54,8.08,6.6
03-11-2023,24.4133,41267,69533,-28266,36432,28934,7498,176166,0.1908,415,17,1.675,17.4,41.59,10.97
10-11-2023,24.1969,98958,81402,17556,68755,49951,18804,299066,0.4267,433,22,1.2824,30.1,-10.67,2.67
17-11-2023,24.4316,93724,70665,23059,73470,39203,34267,277062,0.0562,594,34,1.3021,37.68,-74.11,9.14
24-11-2023,24.3754,59741,85273,-25532,76851,40878,35973,262743,-0.4666,479,24,0.8778,40.22,17.36,10.74
01-12-2023,25.3643,46295,95612,-49317,39682,40097,-415,221686,-0.0189,378,25,0.5825,42.04,-29.73,10.37
08-12-2023,24.8088,43191,94652,-51461,67326,47422,19904,252591,0.3508,407,22,1.0275,37.04,-69.34,9.83
15-12-2023,24.4186,69580,66682,2898,36373,59474,-23101,232109,-0.1302,526,23,1.3718,39.07,-46.7,10.22
22-12-2023,24.5033,81930,73944,7986,62064,23623,38441,241561,0.1225,531,69,1.4465,41.16,-11.8,9
29-12-2023,24.9091,89112,104365,-15253,46366,57421,-11055,297264,0.2989,575,38,1.1161,22.08,-16.13,5.06
05-01-2024,23.3298,66124,50348,15776,55348,52416,2932,224236,0.7388,458,27,1.0196,24.44,-59.15,2.43
12-01-2024,23.1056,76501,81238,-4737,66252,57005,9247,280996,0.0668,528,10,0.9247,24.07,60.33,7.48
19-01-2024,22.8323,68754,67792,962,40666,49556,-8890,226768,-0.1472,418,53,1.3006,26.4,68.56,9.55
26-01-2024,22.8986,77453,97730,-20277,49973,40521,9452,265677,0.5786,413,15,0.6329,35.49,-24.36,10.72
02-02-2024,24.1801,67480,115275,-47795,76475,45787,30688,305017,0.0032,533,38,0.7707,29.71,41.9,1.95
09-02-2024,24.5901,95543,84456,11087,42072,18915,23157,240986,0.2987,705,39,0.9949,28.36,137.31,1.27
16-02-2024,24.6428,75185,95158,-19973,44112,52065,-7953,266520,0.3212,443,5,1.3195,43.17,45.67,1.47
23-02-2024,24.7847,71425,114877,-43452,44900,54993,-10093,286195,0.5996,569,22,1.1704,20.08,-80.25,8.16
01-03-2024,24.8223,42854,52282,-9428,68209,50098,18111,213443,0.1846,543,5,0.6854,27.54,52.05,2.45
08-03-2024,25.2195,47567,85966,-38399,73855,33451,40404,240839,0.1495,369,36,1.6716,20.53,-59.27,4.02
15-03-2024,24.9896,68540,119786,-51246,72123,24280,47843,284729,-0.3447,513,6,1.0585,31.86,-18.78,3.29
22-03-2024,24.5943,90166,103829,-13663,41816,43736,-1920,279547,0.1668,485,25,0.9733,29.06,27.91,8
29-03-2024,25.2412,74232,68344,5888,68880,29668,39212,241124,0.7125,398,36,1.754,35.4,-29.44,10.02
05-04-2024,29.1599,54136,110438,-56302,76232,39010,37222,279816,-0.3344,549,18,0.5521,42.41,-14.7,1.72
12-04-2024,30.0055,81297,109598,-28301,74575,43834,30741,309304,-0.1291,429,19,1.6286,40.3,-16.92,7.53
19-04-2024,30.6013,97788,73611,24177,31678,41283,-9605,244360,-0.3535,413,46,0.7537,27.81,36.84,8.85
26-04-2024,31.6099,99266,96529,2737,58685,46819,11866,301299,0.2809,408,25,1.5591,31.31,52.67,7.07
03-05-2024,31.9962,74378,110415,-36037,37278,30632,6646,252703,0.286,485,19,0.9073,29.51,-18.92,9.58
10-05-2024,31.8654,84384,102859,-18475,39335,56877,-17542,283455,0.0833,473,21,1.1606,25.78,45.39,7.17
17-05-2024,32.3796,78995,95648,-16653,69287,41321,27966,285251,-0.3914,389,18,1.1096,33.53,41.93,4.92
24-05-2024,32.2978,90493,75831,14662,57918,28430,29488,252672,-0.0838,583,58,0.7041,23.2,-41.4,6.51
31-05-2024,31.8515,72712,100266,-27554,45439,40130,5309,258547,0.2942,564,19,1.2681,30.21,-1.94,11.56
07-06-2024,30.012,54383,51371,3012,70586,38119,32467,214459,0.3265,444,35,1.1002,27.1,45.11,10.32
14-06-2024,29.6716,91352,64030,27322,34565,29512,5053,219459,-0.4488,445,47,0.7533,32.04,13.33,8.51
21-06-2024,29.6264,80295,57076,23219,69704,46596,23108,253671,0.0797,512,16,1.3997,30.25,-27.11,5.87
28-06-2024,29.2852,72815,65428,7387,50635,42478,8157,231356,-0.37,635,17,1.4959,24.63,-14.38,3.5
05-07-2024,29.1494,93015,105515,-12500,72915,54752,18163,326197,-0.6481,457,36,1.0513,21.59,78.34,3.48
12-07-2024,29.6375,80878,94611,-13733,54337,15552,38785,245378,0.01,401,55,1.2524,33.23,-56.04,9.74
19-07-2024,28.9596,41600,111260,-69660,49472,39660,9812,241992,-0.2543,485,44,0.8877,42.61,16.5,9.01
26-07-2024,28.9771,48834,59931,-11097,77532,16655,60877,202952,0.4587,353,31,1.0204,19.49,-4.17,7.59
02-08-2024,30.6278,50003,74972,-24969,79836,37023,42813,241834,-0.1244,407,5,1.6897,34.48,-16.23,11.07
09-08-2024,31.2971,58495,88336,-29841,66983,50370,16613,264184,-0.1135,430,14,1.6993,38.35,-7.33,7.88
16-08-2024,31.7626,58294,68148,-9854,42558,44440,-1882,213440,0.1295,368,48,1.6064,21.64,2.85,11.86
23-08-2024,32.3197,92526,91388,1138,59911,47101,12810,290926,0.2898,612,12,1.3812,31.11,16.89,1.48
30-08-2024,32.6813,61999,79779,-17780,63824,27117,36707,232719,-0.2478,503,43,1.2151,27.4,18.03,8.08
06-09-2024,33.1097,45977,114786,-68809,60440,58104,2336,279307,-0.0759,510,48,1.7045,27.55,2.39,8.35
13-09-2024,33.6777,80051,95211,-15160,76884,21477,55407,273623,-0.4018,489,32,0.8069,36.67,158.23,6.81
20-09-2024,34.5559,47445,82230,-34785,67974,56902,11072,254551,-0.003,567,10,1.3874,42.18,21.63,6.4
27-09-2024,34.3825,61944,61802,142,70713,24390,46323,218849,-0.2889,333,44,0.9138,43.59,38.77,1.37
04-10-2024,34.5775,58779,113337,-54558,46266,18041,28225,236423,0.631,382,6,1.019,25.7,-78.03,2.08
11-10-2024,34.2998,48600,119345,-70745,37820,31847,5973,237612,-0.2832,444,31,0.5369,32.34,53.57,10.48
18-10-2024,35.3507,88174,90795,-2621,41015,56928,-15913,276912,-0.4459,339,5,1.6342,34.78,40.03,9.04
25-10-2024,34.8747,98119,83404,14715,37208,15958,21250,234689,-0.4691,443,41,1.147,17.13,-40.71,10.87
01-11-2024,32.627,87759,51367,36392,44606,42047,2559,225779,-0.2875,545,15,1.0609,17.68,63.27,2.51
08-11-2024,31.6757,85803,83076,2727,73056,41415,31641,283350,-0.047,446,31,1.0508,20.49,12.59,8.68
15-11-2024,31.2932,70311,105828,-35517,42723,28585,14138,247447,-0.1059,554,13,1.3306,43.39,91.53,9.33
22-11-2024,30.5071,86769,100668,-13899,47909,59459,-11550,294805,0.2113,317,58,1.4291,24.19,-95.67,10.39
29-11-2024,29.7294,73786,52602,21184,75853,50502,25351,252743,0.1091,484,39,0.6167,17.92,56.77,9.74
06-12-2024,30.1332,74143,85586,-11443,69421,47221,22200,276371,-0.0797,487,32,1.1343,17.04,46.42,5.73
13-12-2024,29.8882,84265,94868,-10603,56082,52215,3867,287430,0.1247,584,45,0.9497,28.55,51.31,2.24
20-12-2024,30.2562,49425,82768,-33343,47923,19453,28470,199569,-0.2135,550,44,0.9041,27.45,7.08,5.8
27-12-2024,29.828,45210,55803,-10593,43546,44437,-891,188996,-0.3978,377,39,1.4771,25.31,-45.34,8.95
03-01-2025,30.9073,54800,73959,-19159,74757,43056,31701,246572,-0.3641,379,53,1.2831,32.1,-42.98,7.3
10-01-2025,30.9592,58580,90823,-32243,37251,51269,-14018,237923,0.0321,560,38,0.5728,38.82,-20.44,8.49
17-01-2025,30.6469,86205,91969,-5764,64477,56644,7833,299295,0.0564,340,22,1.5628,27.53,-9.38,1.22
24-01-2025,30.84,60707,54788,5919,41904,31029,10875,188428,0.0703,435,47,1.059,31.73,14.36,11.79
31-01-2025,31.2982,87705,66848,20857,69290,34631,34659,258474,-0.1576,380,5,0.9829,43.48,-6.49,10.06
07-02-2025,32.7715,99928,77383,22545,48736,53926,-5190,279973,-0.0774,456,45,0.8986,36.5,-26.34,4.99
14-02-2025,32.7754,89236,65960,23276,67337,41338,25999,263871,0.0774,345,40,1.5234,39.67,-14.9,8.97
21-02-2025,33.1246,49691,89526,-39835,65454,36797,28657,241468,0.4608,475,37,0.6901,39.79,10.21,7.43
28-02-2025,33.7104,41885,93308,-51423,68987,54898,14089,259078,0.2158,437,13,1.501,15.84,115.06,9.38
07-03-2025,33.1486,67583,109527,-41944,44122,59919,-15797,281151,0.2131,409,40,0.8046,20.15,-22.49,3.83
14-03-2025,33.5259,90254,90548,-294,76438,36804,39634,294044,-0.2161,474,36,0.9023,24.87,8.71,9.78
21-03-2025,33.7836,71412,66992,4420,75755,36298,39457,250457,-0.3553,362,25,0.8054,43.28,40.19,8.56
28-03-2025,33.3432,55119,67441,-12322,60717,29724,30993,213001,0.0588,467,5,1.4159,18.7,5.33,2.33
04-04-2025,32.9409,60645,90098,-29453,34308,44391,-10083,229442,0.06,570,47,1.0912,43.12,52.94,6.96
11-04-2025,32.4056,94309,54172,40137,48503,19132,29371,216116,0.2117,465,36,1.5899,35.54,-56.98,11.49
18-04-2025,33.1597,41124,111425,-70301,59706,27537,32169,239792,-0.0641,350,28,1.3861,21.25,-91.21,6.56
25-04-2025,32.9305,59736,115022,-55286,40511,22165,18346,237434,-0.2083,542,46,1.3209,21.49,-99.67,4.75
02-05-2025,32.6337,71858,85116,-13258,74327,47333,26994,278634,-0.105,495,54,1.5253,32.04,-27.57,5.79
09-05-2025,32.3935,60207,119881,-59674,39168,39033,135,258289,-0.0856,525,22,1.6697,24.22,-72.12,11.66
16-05-2025,31.7039,45133,100450,-55317,35824,47821,-11997,229228,0.2431,534,36,1.4904,34.28,68.36,8.97
23-05-2025,32.3134,94152,85077,9075,44034,21216,22818,244479,-0.2674,468,48,1.5985,42.57,-36.6,6.28
30-05-2025,31.7616,99182,90205,8977,35627,50673,-15046,275687,0.2133,550,23,1.0987,20.73,41.85,6.7
06-06-2025,31.7415,92916,71313,21603,48604,39250,9354,252083,0.1445,594,13,1.6897,30.46,78.33,5.81
13-06-2025,32.1204,65855,79072,-13217,39471,59071,-19600,243469,0.1327,419,59,0.852,17.01,-14.52,8.24
20-06-2025,32.4303,95050,56935,38115,51026,45646,5380,248657,0.1046,265,39,0.9135,32.02,50.43,4.19
27-06-2025,32.0498,73968,85607,-11639,55262,36559,18703,251396,0.3996,402,40,0.6135,28.82,70.4,1.04
04-07-2025,32.75,91491,80678,10813,37694,52852,-15158,262715,0.2313,528,43,1.109,41.29,-43.94,8.65
11-07-2025,32.8197,58659,111462,-52803,62346,46731,15615,279198,-0.3147,537,33,1.1254,25.42,76.84,11.38
18-07-2025,32.0706,44525,78559,-34034,69926,45611,24315,238621,-0.0945,457,53,1.3664,31.08,-40.38,6.48
25-07-2025,33.031,84072,75302,8770,77481,22343,55138,259198,-0.2743,623,10,1.3218,29.53,-1.63,7.21
01-08-2025,33.0514,78554,51759,26795,72204,53077,19127,255594,-0.085,451,15,1.6789,16.15,-6.3,1.56
08-08-2025,33.3571,47623,73627,-26004,71771,47371,24400,240392,-0.3253,471,25,1.4409,22.32,23.84,4.64
15-08-2025,33.7778,46056,104825,-58769,60635,42662,17973,254178,0.1068,435,26,1.2852,41.5,-30.18,11.14
22-08-2025,33.8484,89070,101310,-12240,55948,51184,4764,297512,0.563,505,49,0.7301,41.05,92.6,5.43
29-08-2025,34.0793,46358,103266,-56908,52250,59684,-7434,261558,-0.2161,439,12,0.8068,28.55,69.22,4.11
05-09-2025,33.8689,78879,90184,-11305,66006,41749,24257,276818,-0.0868,358,23,0.7165,36.99,-31.23,3.64
12-09-2025,33.4631,83534,107950,-24416,68874,43443,25431,303801,-0.2618,447,28,0.5571,34.42,-47.73,1.9
19-09-2025,34.2005,85741,52662,33079,62965,45301,17664,246669,-0.4183,616,25,1.7777,23.47,59.75,7.45
26-09-2025,34.6749,44297,96074,-51777,79602,43947,35655,263920,0.1526,521,44,1.7505,40.16,-2.78,4.51
03-10-2025,33.2903,56338,102362,-46024,48985,32255,16730,239940,0.2283,352,38,0.729,18.91,-99.63,2.19
10-10-2025,33.7085,44004,72039,-28035,72190,48667,23523,236900,-0.4478,593,14,1.7643,24.07,-101.82,11.8
17-10-2025,33.62,57721,118098,-60377,44935,24086,20849,244840,-0.121,618,52,1.5893,20.14,15.64,7.63
24-10-2025,33.1643,47370,55018,-7648,68465,55506,12959,226359,-0.2877,480,14,0.5284,43.69,-39.87,4.21
31-10-2025,33.0655,71834,107907,-36073,66767,41142,25625,287650,0.2056,488,10,0.7201,26.59,50.81,1.02
07-11-2025,33.1554,87600,52669,34931,32874,42669,-9795,215812,0.0694,483,22,1.2962,22,-19.64,8.67
14-11-2025,32.6371,93303,76085,17218,35392,19680,15712,224460,-0.7228,378,34,1.6909,44.62,-0.79,3.85
21-11-2025,32.8215,80943,51233,29710,73918,42430,31488,248524,-0.0462,569,48,1.0151,42.63,-99.47,4.72
28-11-2025,32.2775,92852,119292,-26440,61831,44918,16913,318893,-0.3717,375,16,1.3815,15.89,-55.24,1.35
05-12-2025,32.426,61574,105756,-44182,43650,52676,-9026,263656,0.5036,601,42,1.5711,32.9,43.69,8.68
12-12-2025,33.3473,62950,98263,-35313,55178,32598,22580,248989,-0.2823,458,46,1.0674,15.08,47.04,9.08
19-12-2025,33.5611,94032,76045,17987,63032,15374,47658,248483,0.2154,525,32,1.1409,15.59,-63.22,3.33
26-12-2025,33.0631,46174,53662,-7488,39418,21163,18255,160417,0.2973,515,37,0.7964,35.67,-108.63,5.92
